ref_date,year,month,geo,price_category,value,status,value_last_year,yoy_change
1987-01,1987,1,Alberta,Total (house and land),27.2,normal,26.4,3.030303030303033
1987-02,1987,2,Alberta,Total (house and land),27.4,normal,26.8,2.2388059701492455
1987-03,1987,3,Alberta,Total (house and land),27.6,normal,26.9,2.602230483271386
1987-04,1987,4,Alberta,Total (house and land),27.7,normal,26.9,2.9739776951672887
1987-05,1987,5,Alberta,Total (house and land),27.9,normal,26.9,3.717472118959108
1987-06,1987,6,Alberta,Total (house and land),28.0,normal,27.0,3.7037037037037033
1987-07,1987,7,Alberta,Total (house and land),28.1,normal,27.0,4.074074074074079
1987-08,1987,8,Alberta,Total (house and land),28.3,normal,27.1,4.428044280442801
1987-09,1987,9,Alberta,Total (house and land),28.4,normal,27.1,4.797047970479694
1987-10,1987,10,Alberta,Total (house and land),28.7,normal,27.1,5.904059040590397
1987-11,1987,11,Alberta,Total (house and land),28.8,normal,27.2,5.882352941176476
1987-12,1987,12,Alberta,Total (house and land),28.8,normal,27.2,5.882352941176476
1988-01,1988,1,Alberta,Total (house and land),29.3,normal,27.2,7.720588235294123
1988-02,1988,2,Alberta,Total (house and land),29.4,normal,27.4,7.299270072992702
1988-03,1988,3,Alberta,Total (house and land),29.5,normal,27.6,6.884057971014487
1988-04,1988,4,Alberta,Total (house and land),29.7,normal,27.7,7.2202166064981945
1988-05,1988,5,Alberta,Total (house and land),29.8,normal,27.9,6.810035842293914
1988-06,1988,6,Alberta,Total (house and land),29.9,normal,28.0,6.785714285714281
1988-07,1988,7,Alberta,Total (house and land),30.1,normal,28.1,7.117437722419928
1988-08,1988,8,Alberta,Total (house and land),30.4,normal,28.3,7.4204946996466346
1988-09,1988,9,Alberta,Total (house and land),30.4,normal,28.4,7.042253521126761
1988-10,1988,10,Alberta,Total (house and land),30.5,normal,28.7,6.271777003484323
1988-11,1988,11,Alberta,Total (house and land),30.7,normal,28.8,6.597222222222217
1988-12,1988,12,Alberta,Total (house and land),30.7,normal,28.8,6.597222222222217
1989-01,1989,1,Alberta,Total (house and land),30.8,normal,29.3,5.1194539249146755
1989-02,1989,2,Alberta,Total (house and land),31.2,normal,29.4,6.122448979591839
1989-03,1989,3,Alberta,Total (house and land),31.4,normal,29.5,6.44067796610169
1989-04,1989,4,Alberta,Total (house and land),31.5,normal,29.7,6.060606060606063
1989-05,1989,5,Alberta,Total (house and land),31.8,normal,29.8,6.7114093959731544
1989-06,1989,6,Alberta,Total (house and land),32.0,normal,29.9,7.023411371237463
1989-07,1989,7,Alberta,Total (house and land),32.1,normal,30.1,6.644518272425248
1989-08,1989,8,Alberta,Total (house and land),32.5,normal,30.4,6.90789473684211
1989-09,1989,9,Alberta,Total (house and land),32.9,normal,30.4,8.223684210526317
1989-10,1989,10,Alberta,Total (house and land),33.4,normal,30.5,9.50819672131147
1989-11,1989,11,Alberta,Total (house and land),33.8,normal,30.7,10.097719869706834
1989-12,1989,12,Alberta,Total (house and land),34.6,normal,30.7,12.70358306188926
1990-01,1990,1,Alberta,Total (house and land),35.1,normal,30.8,13.961038961038962
1990-02,1990,2,Alberta,Total (house and land),36.0,normal,31.2,15.384615384615389
1990-03,1990,3,Alberta,Total (house and land),37.0,normal,31.4,17.834394904458602
1990-04,1990,4,Alberta,Total (house and land),37.3,normal,31.5,18.412698412698404
1990-05,1990,5,Alberta,Total (house and land),37.2,normal,31.8,16.981132075471706
1990-06,1990,6,Alberta,Total (house and land),37.2,normal,32.0,16.250000000000007
1990-07,1990,7,Alberta,Total (house and land),37.0,normal,32.1,15.264797507788158
1990-08,1990,8,Alberta,Total (house and land),37.1,normal,32.5,14.153846153846159
1990-09,1990,9,Alberta,Total (house and land),37.1,normal,32.9,12.765957446808521
1990-10,1990,10,Alberta,Total (house and land),37.1,normal,33.4,11.077844311377255
1990-11,1990,11,Alberta,Total (house and land),37.2,normal,33.8,10.059171597633155
1990-12,1990,12,Alberta,Total (house and land),36.6,normal,34.6,5.780346820809249
1991-01,1991,1,Alberta,Total (house and land),36.7,normal,35.1,4.558404558404562
1991-02,1991,2,Alberta,Total (house and land),36.6,normal,36.0,1.6666666666666705
1991-03,1991,3,Alberta,Total (house and land),36.7,normal,37.0,-0.8108108108108031
1991-04,1991,4,Alberta,Total (house and land),36.4,normal,37.3,-2.412868632707771
1991-05,1991,5,Alberta,Total (house and land),36.5,normal,37.2,-1.8817204301075343
1991-06,1991,6,Alberta,Total (house and land),36.6,normal,37.2,-1.6129032258064553
1991-07,1991,7,Alberta,Total (house and land),36.4,normal,37.0,-1.6216216216216255
1991-08,1991,8,Alberta,Total (house and land),36.6,normal,37.1,-1.3477088948787062
1991-09,1991,9,Alberta,Total (house and land),36.6,normal,37.1,-1.3477088948787062
1991-10,1991,10,Alberta,Total (house and land),36.6,normal,37.1,-1.3477088948787062
1991-11,1991,11,Alberta,Total (house and land),36.5,normal,37.2,-1.8817204301075343
1991-12,1991,12,Alberta,Total (house and land),36.6,normal,36.6,0.0
1992-01,1992,1,Alberta,Total (house and land),36.4,normal,36.7,-0.8174386920981042
1992-02,1992,2,Alberta,Total (house and land),36.3,normal,36.6,-0.8196721311475527
1992-03,1992,3,Alberta,Total (house and land),36.6,normal,36.7,-0.2724795640327014
1992-04,1992,4,Alberta,Total (house and land),36.7,normal,36.4,0.824175824175836
1992-05,1992,5,Alberta,Total (house and land),36.8,normal,36.5,0.8219178082191704
1992-06,1992,6,Alberta,Total (house and land),36.9,normal,36.6,0.8196721311475332
1992-07,1992,7,Alberta,Total (house and land),36.9,normal,36.4,1.3736263736263736
1992-08,1992,8,Alberta,Total (house and land),36.9,normal,36.6,0.8196721311475332
1992-09,1992,9,Alberta,Total (house and land),37.0,normal,36.6,1.092896174863384
1992-10,1992,10,Alberta,Total (house and land),37.1,normal,36.6,1.366120218579235
1992-11,1992,11,Alberta,Total (house and land),37.1,normal,36.5,1.64383561643836
1992-12,1992,12,Alberta,Total (house and land),37.2,normal,36.6,1.6393442622950858
1993-01,1993,1,Alberta,Total (house and land),37.2,normal,36.4,2.19780219780221
1993-02,1993,2,Alberta,Total (house and land),37.6,normal,36.3,3.5812672176308658
1993-03,1993,3,Alberta,Total (house and land),38.5,normal,36.6,5.191256830601089
1993-04,1993,4,Alberta,Total (house and land),38.4,normal,36.7,4.632152588555846
1993-05,1993,5,Alberta,Total (house and land),38.4,normal,36.8,4.347826086956526
1993-06,1993,6,Alberta,Total (house and land),38.0,normal,36.9,2.981029810298107
1993-07,1993,7,Alberta,Total (house and land),38.0,normal,36.9,2.981029810298107
1993-08,1993,8,Alberta,Total (house and land),37.9,normal,36.9,2.710027100271003
1993-09,1993,9,Alberta,Total (house and land),38.0,normal,37.0,2.7027027027027026
1993-10,1993,10,Alberta,Total (house and land),38.0,normal,37.1,2.4258760107816673
1993-11,1993,11,Alberta,Total (house and land),38.0,normal,37.1,2.4258760107816673
1993-12,1993,12,Alberta,Total (house and land),38.3,normal,37.2,2.9569892473118125
1994-01,1994,1,Alberta,Total (house and land),38.6,normal,37.2,3.7634408602150495
1994-02,1994,2,Alberta,Total (house and land),38.6,normal,37.6,2.6595744680851063
1994-03,1994,3,Alberta,Total (house and land),38.8,normal,38.5,0.7792207792207718
1994-04,1994,4,Alberta,Total (house and land),38.8,normal,38.4,1.041666666666663
1994-05,1994,5,Alberta,Total (house and land),38.6,normal,38.4,0.5208333333333408
1994-06,1994,6,Alberta,Total (house and land),38.7,normal,38.0,1.8421052631579022
1994-07,1994,7,Alberta,Total (house and land),38.7,normal,38.0,1.8421052631579022
1994-08,1994,8,Alberta,Total (house and land),38.7,normal,37.9,2.110817941952518
1994-09,1994,9,Alberta,Total (house and land),38.8,normal,38.0,2.1052631578947296
1994-10,1994,10,Alberta,Total (house and land),38.8,normal,38.0,2.1052631578947296
1994-11,1994,11,Alberta,Total (house and land),38.7,normal,38.0,1.8421052631579022
1994-12,1994,12,Alberta,Total (house and land),38.7,normal,38.3,1.0443864229765163
1995-01,1995,1,Alberta,Total (house and land),38.7,normal,38.6,0.259067357512957
1995-02,1995,2,Alberta,Total (house and land),38.5,normal,38.6,-0.259067357512957
1995-03,1995,3,Alberta,Total (house and land),38.8,normal,38.8,0.0
1995-04,1995,4,Alberta,Total (house and land),38.8,normal,38.8,0.0
1995-05,1995,5,Alberta,Total (house and land),38.8,normal,38.6,0.5181347150258957
1995-06,1995,6,Alberta,Total (house and land),38.7,normal,38.7,0.0
1995-07,1995,7,Alberta,Total (house and land),38.7,normal,38.7,0.0
1995-08,1995,8,Alberta,Total (house and land),38.7,normal,38.7,0.0
1995-09,1995,9,Alberta,Total (house and land),38.7,normal,38.8,-0.25773195876287197
1995-10,1995,10,Alberta,Total (house and land),38.7,normal,38.8,-0.25773195876287197
1995-11,1995,11,Alberta,Total (house and land),38.6,normal,38.7,-0.2583979328165411
1995-12,1995,12,Alberta,Total (house and land),38.6,normal,38.7,-0.2583979328165411
1996-01,1996,1,Alberta,Total (house and land),38.6,normal,38.7,-0.2583979328165411
1996-02,1996,2,Alberta,Total (house and land),38.6,normal,38.5,0.25974025974026343
1996-03,1996,3,Alberta,Total (house and land),38.6,normal,38.8,-0.5154639175257623
1996-04,1996,4,Alberta,Total (house and land),38.6,normal,38.8,-0.5154639175257623
1996-05,1996,5,Alberta,Total (house and land),38.5,normal,38.8,-0.7731958762886525
1996-06,1996,6,Alberta,Total (house and land),38.7,normal,38.7,0.0
1996-07,1996,7,Alberta,Total (house and land),38.8,normal,38.7,0.2583979328165228
1996-08,1996,8,Alberta,Total (house and land),38.8,normal,38.7,0.2583979328165228
1996-09,1996,9,Alberta,Total (house and land),39.0,normal,38.7,0.775193798449605
1996-10,1996,10,Alberta,Total (house and land),39.1,normal,38.7,1.033591731266146
1996-11,1996,11,Alberta,Total (house and land),39.4,normal,38.6,2.072538860103619
1996-12,1996,12,Alberta,Total (house and land),39.8,normal,38.6,3.1088082901554293
1997-01,1997,1,Alberta,Total (house and land),40.0,normal,38.6,3.626943005181343
1997-02,1997,2,Alberta,Total (house and land),40.1,normal,38.6,3.8860103626943006
1997-03,1997,3,Alberta,Total (house and land),40.3,normal,38.6,4.404145077720196
1997-04,1997,4,Alberta,Total (house and land),40.4,normal,38.6,4.663212435233153
1997-05,1997,5,Alberta,Total (house and land),40.5,normal,38.5,5.194805194805195
1997-06,1997,6,Alberta,Total (house and land),40.7,normal,38.7,5.167958656330749
1997-07,1997,7,Alberta,Total (house and land),40.8,normal,38.8,5.154639175257732
1997-08,1997,8,Alberta,Total (house and land),40.9,normal,38.8,5.412371134020623
1997-09,1997,9,Alberta,Total (house and land),41.1,normal,39.0,5.384615384615389
1997-10,1997,10,Alberta,Total (house and land),41.5,normal,39.1,6.138107416879792
1997-11,1997,11,Alberta,Total (house and land),41.6,normal,39.4,5.583756345177672
1997-12,1997,12,Alberta,Total (house and land),42.0,normal,39.8,5.527638190954781
1998-01,1998,1,Alberta,Total (house and land),42.5,normal,40.0,6.25
1998-02,1998,2,Alberta,Total (house and land),42.6,normal,40.1,6.234413965087281
1998-03,1998,3,Alberta,Total (house and land),42.8,normal,40.3,6.20347394540943
1998-04,1998,4,Alberta,Total (house and land),43.0,normal,40.4,6.43564356435644
1998-05,1998,5,Alberta,Total (house and land),43.2,normal,40.5,6.666666666666673
1998-06,1998,6,Alberta,Total (house and land),43.6,normal,40.7,7.125307125307121
1998-07,1998,7,Alberta,Total (house and land),43.8,normal,40.8,7.352941176470589
1998-08,1998,8,Alberta,Total (house and land),43.9,normal,40.9,7.334963325183375
1998-09,1998,9,Alberta,Total (house and land),44.0,normal,41.1,7.055961070559608
1998-10,1998,10,Alberta,Total (house and land),44.0,normal,41.5,6.024096385542169
1998-11,1998,11,Alberta,Total (house and land),44.1,normal,41.6,6.009615384615384
1998-12,1998,12,Alberta,Total (house and land),44.4,normal,42.0,5.714285714285711
1999-01,1999,1,Alberta,Total (house and land),44.6,normal,42.5,4.941176470588238
1999-02,1999,2,Alberta,Total (house and land),44.7,normal,42.6,4.929577464788736
1999-03,1999,3,Alberta,Total (house and land),44.9,normal,42.8,4.90654205607477
1999-04,1999,4,Alberta,Total (house and land),45.0,normal,43.0,4.651162790697675
1999-05,1999,5,Alberta,Total (house and land),45.0,normal,43.2,4.16666666666666
1999-06,1999,6,Alberta,Total (house and land),45.1,normal,43.6,3.4403669724770642
1999-07,1999,7,Alberta,Total (house and land),45.3,normal,43.8,3.4246575342465757
1999-08,1999,8,Alberta,Total (house and land),45.4,normal,43.9,3.416856492027335
1999-09,1999,9,Alberta,Total (house and land),45.7,normal,44.0,3.86363636363637
1999-10,1999,10,Alberta,Total (house and land),45.7,normal,44.0,3.86363636363637
1999-11,1999,11,Alberta,Total (house and land),45.8,normal,44.1,3.8548752834467024
1999-12,1999,12,Alberta,Total (house and land),45.9,normal,44.4,3.3783783783783785
2000-01,2000,1,Alberta,Total (house and land),46.0,normal,44.6,3.139013452914795
2000-02,2000,2,Alberta,Total (house and land),46.0,normal,44.7,2.908277404921694
2000-03,2000,3,Alberta,Total (house and land),46.1,normal,44.9,2.672605790645886
2000-04,2000,4,Alberta,Total (house and land),46.1,normal,45.0,2.4444444444444478
2000-05,2000,5,Alberta,Total (house and land),46.3,normal,45.0,2.8888888888888826
2000-06,2000,6,Alberta,Total (house and land),46.2,normal,45.1,2.4390243902439055
2000-07,2000,7,Alberta,Total (house and land),46.3,normal,45.3,2.207505518763797
2000-08,2000,8,Alberta,Total (house and land),46.4,normal,45.4,2.2026431718061676
2000-09,2000,9,Alberta,Total (house and land),46.4,normal,45.7,1.531728665207868
2000-10,2000,10,Alberta,Total (house and land),46.5,normal,45.7,1.7505470459518537
2000-11,2000,11,Alberta,Total (house and land),46.6,normal,45.8,1.7467248908297035
2000-12,2000,12,Alberta,Total (house and land),46.6,normal,45.9,1.525054466230943
2001-01,2001,1,Alberta,Total (house and land),46.7,normal,46.0,1.5217391304347887
2001-02,2001,2,Alberta,Total (house and land),46.7,normal,46.0,1.5217391304347887
2001-03,2001,3,Alberta,Total (house and land),46.8,normal,46.1,1.5184381778741773
2001-04,2001,4,Alberta,Total (house and land),46.9,normal,46.1,1.7353579175704927
2001-05,2001,5,Alberta,Total (house and land),46.9,normal,46.3,1.2958963282937397
2001-06,2001,6,Alberta,Total (house and land),47.3,normal,46.2,2.3809523809523685
2001-07,2001,7,Alberta,Total (house and land),47.5,normal,46.3,2.5917926565874794
2001-08,2001,8,Alberta,Total (house and land),47.6,normal,46.4,2.5862068965517304
2001-09,2001,9,Alberta,Total (house and land),47.7,normal,46.4,2.801724137931044
2001-10,2001,10,Alberta,Total (house and land),47.8,normal,46.5,2.7956989247311768
2001-11,2001,11,Alberta,Total (house and land),48.1,normal,46.6,3.2188841201716736
2001-12,2001,12,Alberta,Total (house and land),48.1,normal,46.6,3.2188841201716736
2002-01,2002,1,Alberta,Total (house and land),48.3,normal,46.7,3.426124197002129
2002-02,2002,2,Alberta,Total (house and land),48.8,normal,46.7,4.496788008565298
2002-03,2002,3,Alberta,Total (house and land),49.2,normal,46.8,5.12820512820514
2002-04,2002,4,Alberta,Total (house and land),49.4,normal,46.9,5.3304904051172715
2002-05,2002,5,Alberta,Total (house and land),49.9,normal,46.9,6.396588486140725
2002-06,2002,6,Alberta,Total (house and land),50.2,normal,47.3,6.1310782241014925
2002-07,2002,7,Alberta,Total (house and land),50.4,normal,47.5,6.105263157894734
2002-08,2002,8,Alberta,Total (house and land),50.6,normal,47.6,6.302521008403361
2002-09,2002,9,Alberta,Total (house and land),50.7,normal,47.7,6.289308176100629
2002-10,2002,10,Alberta,Total (house and land),50.9,normal,47.8,6.485355648535568
2002-11,2002,11,Alberta,Total (house and land),51.2,normal,48.1,6.444906444906448
2002-12,2002,12,Alberta,Total (house and land),51.5,normal,48.1,7.068607068607065
2003-01,2003,1,Alberta,Total (house and land),51.7,normal,48.3,7.039337474120096
2003-02,2003,2,Alberta,Total (house and land),51.9,normal,48.8,6.352459016393445
2003-03,2003,3,Alberta,Total (house and land),52.2,normal,49.2,6.097560975609756
2003-04,2003,4,Alberta,Total (house and land),52.2,normal,49.4,5.668016194331993
2003-05,2003,5,Alberta,Total (house and land),52.4,normal,49.9,5.01002004008016
2003-06,2003,6,Alberta,Total (house and land),52.6,normal,50.2,4.780876494023902
2003-07,2003,7,Alberta,Total (house and land),52.7,normal,50.4,4.563492063492072
2003-08,2003,8,Alberta,Total (house and land),52.7,normal,50.6,4.150197628458501
2003-09,2003,9,Alberta,Total (house and land),53.2,normal,50.7,4.930966469428007
2003-10,2003,10,Alberta,Total (house and land),53.7,normal,50.9,5.500982318271128
2003-11,2003,11,Alberta,Total (house and land),53.9,normal,51.2,5.273437499999992
2003-12,2003,12,Alberta,Total (house and land),54.4,normal,51.5,5.631067961165045
2004-01,2004,1,Alberta,Total (house and land),54.4,normal,51.7,5.222437137330746
2004-02,2004,2,Alberta,Total (house and land),54.5,normal,51.9,5.009633911368018
2004-03,2004,3,Alberta,Total (house and land),54.7,normal,52.2,4.7892720306513406
2004-04,2004,4,Alberta,Total (house and land),55.0,normal,52.2,5.3639846743294965
2004-05,2004,5,Alberta,Total (house and land),55.2,normal,52.4,5.343511450381688
2004-06,2004,6,Alberta,Total (house and land),55.5,normal,52.6,5.513307984790872
2004-07,2004,7,Alberta,Total (house and land),55.7,normal,52.7,5.692599620493358
2004-08,2004,8,Alberta,Total (house and land),55.8,normal,52.7,5.8823529411764595
2004-09,2004,9,Alberta,Total (house and land),56.1,normal,53.2,5.451127819548869
2004-10,2004,10,Alberta,Total (house and land),56.3,normal,53.7,4.841713221601479
2004-11,2004,11,Alberta,Total (house and land),56.4,normal,53.9,4.63821892393321
2004-12,2004,12,Alberta,Total (house and land),56.5,normal,54.4,3.8602941176470615
2005-01,2005,1,Alberta,Total (house and land),56.6,normal,54.4,4.044117647058829
2005-02,2005,2,Alberta,Total (house and land),56.9,normal,54.5,4.40366972477064
2005-03,2005,3,Alberta,Total (house and land),57.1,normal,54.7,4.387568555758681
2005-04,2005,4,Alberta,Total (house and land),57.4,normal,55.0,4.3636363636363615
2005-05,2005,5,Alberta,Total (house and land),57.7,normal,55.2,4.528985507246377
2005-06,2005,6,Alberta,Total (house and land),58.5,normal,55.5,5.405405405405405
2005-07,2005,7,Alberta,Total (house and land),58.6,normal,55.7,5.2064631956912
2005-08,2005,8,Alberta,Total (house and land),58.9,normal,55.8,5.555555555555559
2005-09,2005,9,Alberta,Total (house and land),59.9,normal,56.1,6.773618538324415
2005-10,2005,10,Alberta,Total (house and land),61.5,normal,56.3,9.23623445825933
2005-11,2005,11,Alberta,Total (house and land),63.0,normal,56.4,11.70212765957447
2005-12,2005,12,Alberta,Total (house and land),65.3,normal,56.5,15.575221238938047
2006-01,2006,1,Alberta,Total (house and land),66.7,normal,56.6,17.844522968197882
2006-02,2006,2,Alberta,Total (house and land),67.8,normal,56.9,19.15641476274165
2006-03,2006,3,Alberta,Total (house and land),70.8,normal,57.1,23.992994746059537
2006-04,2006,4,Alberta,Total (house and land),74.0,normal,57.4,28.9198606271777
2006-05,2006,5,Alberta,Total (house and land),77.9,normal,57.7,35.00866551126517
2006-06,2006,6,Alberta,Total (house and land),82.6,normal,58.5,41.19658119658119
2006-07,2006,7,Alberta,Total (house and land),85.7,normal,58.6,46.2457337883959
2006-08,2006,8,Alberta,Total (house and land),89.7,normal,58.9,52.29202037351443
2006-09,2006,9,Alberta,Total (house and land),91.1,normal,59.9,52.08681135225375
2006-10,2006,10,Alberta,Total (house and land),91.6,normal,61.5,48.9430894308943
2006-11,2006,11,Alberta,Total (house and land),92.9,normal,63.0,47.46031746031747
2006-12,2006,12,Alberta,Total (house and land),92.7,normal,65.3,41.96018376722819
2007-01,2007,1,Alberta,Total (house and land),93.7,normal,66.7,40.479760119940025
2007-02,2007,2,Alberta,Total (house and land),94.8,normal,67.8,39.823008849557525
2007-03,2007,3,Alberta,Total (house and land),95.1,normal,70.8,34.32203389830508
2007-04,2007,4,Alberta,Total (house and land),97.9,normal,74.0,32.297297297297305
2007-05,2007,5,Alberta,Total (house and land),99.6,normal,77.9,27.856225930680345
2007-06,2007,6,Alberta,Total (house and land),100.2,normal,82.6,21.307506053268778
2007-07,2007,7,Alberta,Total (house and land),103.4,normal,85.7,20.653442240373398
2007-08,2007,8,Alberta,Total (house and land),103.6,normal,89.7,15.496098104793745
2007-09,2007,9,Alberta,Total (house and land),104.0,normal,91.1,14.160263446761807
2007-10,2007,10,Alberta,Total (house and land),104.0,normal,91.6,13.537117903930138
2007-11,2007,11,Alberta,Total (house and land),104.0,normal,92.9,11.948331539289551
2007-12,2007,12,Alberta,Total (house and land),104.3,normal,92.7,12.513484358144547
2008-01,2008,1,Alberta,Total (house and land),104.2,normal,93.7,11.205976520811099
2008-02,2008,2,Alberta,Total (house and land),103.6,normal,94.8,9.282700421940927
2008-03,2008,3,Alberta,Total (house and land),103.3,normal,95.1,8.62250262881178
2008-04,2008,4,Alberta,Total (house and land),102.6,normal,97.9,4.800817160367711
2008-05,2008,5,Alberta,Total (house and land),101.2,normal,99.6,1.6064257028112534
2008-06,2008,6,Alberta,Total (house and land),100.8,normal,100.2,0.5988023952095751
2008-07,2008,7,Alberta,Total (house and land),100.6,normal,103.4,-2.7079303675048463
2008-08,2008,8,Alberta,Total (house and land),100.1,normal,103.6,-3.3783783783783785
2008-09,2008,9,Alberta,Total (house and land),100.4,normal,104.0,-3.4615384615384563
2008-10,2008,10,Alberta,Total (house and land),99.3,normal,104.0,-4.519230769230772
2008-11,2008,11,Alberta,Total (house and land),98.7,normal,104.0,-5.096153846153843
2008-12,2008,12,Alberta,Total (house and land),97.8,normal,104.3,-6.232023010546501
2009-01,2009,1,Alberta,Total (house and land),95.5,normal,104.2,-8.349328214971212
2009-02,2009,2,Alberta,Total (house and land),93.6,normal,103.6,-9.652509652509652
2009-03,2009,3,Alberta,Total (house and land),92.5,normal,103.3,-10.454985479186831
2009-04,2009,4,Alberta,Total (house and land),91.7,normal,102.6,-10.623781676413248
2009-05,2009,5,Alberta,Total (house and land),91.3,normal,101.2,-9.78260869565218
2009-06,2009,6,Alberta,Total (house and land),90.9,normal,100.8,-9.821428571428562
2009-07,2009,7,Alberta,Total (house and land),91.3,normal,100.6,-9.244532803180912
2009-08,2009,8,Alberta,Total (house and land),91.2,normal,100.1,-8.891108891108884
2009-09,2009,9,Alberta,Total (house and land),91.5,normal,100.4,-8.864541832669328
2009-10,2009,10,Alberta,Total (house and land),91.5,normal,99.3,-7.8549848942598155
2009-11,2009,11,Alberta,Total (house and land),91.7,normal,98.7,-7.092198581560282
2009-12,2009,12,Alberta,Total (house and land),91.7,normal,97.8,-6.237218813905924
2010-01,2010,1,Alberta,Total (house and land),92.1,normal,95.5,-3.560209424083775
2010-02,2010,2,Alberta,Total (house and land),92.3,normal,93.6,-1.388888888888886
2010-03,2010,3,Alberta,Total (house and land),92.3,normal,92.5,-0.2162162162162193
2010-04,2010,4,Alberta,Total (house and land),92.6,normal,91.7,0.981461286804789
2010-05,2010,5,Alberta,Total (house and land),92.7,normal,91.3,1.5334063526834674
2010-06,2010,6,Alberta,Total (house and land),92.6,normal,90.9,1.8701870187018577
2010-07,2010,7,Alberta,Total (house and land),92.6,normal,91.3,1.4238773274917822
2010-08,2010,8,Alberta,Total (house and land),92.6,normal,91.2,1.5350877192982362
2010-09,2010,9,Alberta,Total (house and land),92.7,normal,91.5,1.3114754098360688
2010-10,2010,10,Alberta,Total (house and land),92.4,normal,91.5,0.9836065573770554
2010-11,2010,11,Alberta,Total (house and land),92.5,normal,91.7,0.8724100327153731
2010-12,2010,12,Alberta,Total (house and land),92.5,normal,91.7,0.8724100327153731
2011-01,2011,1,Alberta,Total (house and land),92.6,normal,92.1,0.5428881650380022
2011-02,2011,2,Alberta,Total (house and land),93.0,normal,92.3,0.7583965330444234
2011-03,2011,3,Alberta,Total (house and land),92.8,normal,92.3,0.5417118093174431
2011-04,2011,4,Alberta,Total (house and land),92.7,normal,92.6,0.10799136069115393
2011-05,2011,5,Alberta,Total (house and land),93.0,normal,92.7,0.3236245954692526
2011-06,2011,6,Alberta,Total (house and land),93.0,normal,92.6,0.43196544276458504
2011-07,2011,7,Alberta,Total (house and land),92.7,normal,92.6,0.10799136069115393
2011-08,2011,8,Alberta,Total (house and land),92.7,normal,92.6,0.10799136069115393
2011-09,2011,9,Alberta,Total (house and land),92.8,normal,92.7,0.10787486515641241
2011-10,2011,10,Alberta,Total (house and land),93.1,normal,92.4,0.7575757575757452
2011-11,2011,11,Alberta,Total (house and land),93.0,normal,92.5,0.5405405405405406
2011-12,2011,12,Alberta,Total (house and land),93.1,normal,92.5,0.6486486486486426
2012-01,2012,1,Alberta,Total (house and land),93.2,normal,92.6,0.6479481641468775
2012-02,2012,2,Alberta,Total (house and land),93.2,normal,93.0,0.21505376344086324
2012-03,2012,3,Alberta,Total (house and land),93.6,normal,92.8,0.8620689655172384
2012-04,2012,4,Alberta,Total (house and land),93.7,normal,92.7,1.0787486515641855
2012-05,2012,5,Alberta,Total (house and land),93.9,normal,93.0,0.9677419354838771
2012-06,2012,6,Alberta,Total (house and land),94.1,normal,93.0,1.182795698924725
2012-07,2012,7,Alberta,Total (house and land),94.2,normal,92.7,1.6181229773462782
2012-08,2012,8,Alberta,Total (house and land),94.2,normal,92.7,1.6181229773462782
2012-09,2012,9,Alberta,Total (house and land),94.4,normal,92.8,1.7241379310344922
2012-10,2012,10,Alberta,Total (house and land),94.6,normal,93.1,1.611170784103115
2012-11,2012,11,Alberta,Total (house and land),94.6,normal,93.0,1.7204301075268755
2012-12,2012,12,Alberta,Total (house and land),94.9,normal,93.1,1.9334049409237504
2013-01,2013,1,Alberta,Total (house and land),95.1,normal,93.2,2.038626609442051
2013-02,2013,2,Alberta,Total (house and land),95.6,normal,93.2,2.57510729613733
2013-03,2013,3,Alberta,Total (house and land),95.7,normal,93.6,2.243589743589753
2013-04,2013,4,Alberta,Total (house and land),96.1,normal,93.7,2.5613660618996708
2013-05,2013,5,Alberta,Total (house and land),96.4,normal,93.9,2.662406815761448
2013-06,2013,6,Alberta,Total (house and land),96.7,normal,94.1,2.763018065887363
2013-07,2013,7,Alberta,Total (house and land),96.9,normal,94.2,2.8662420382165634
2013-08,2013,8,Alberta,Total (house and land),97.3,normal,94.2,3.290870488322711
2013-09,2013,9,Alberta,Total (house and land),97.4,normal,94.4,3.1779661016949152
2013-10,2013,10,Alberta,Total (house and land),97.4,normal,94.6,2.959830866807623
2013-11,2013,11,Alberta,Total (house and land),97.5,normal,94.6,3.0655391120507463
2013-12,2013,12,Alberta,Total (house and land),97.6,normal,94.9,2.845100105374066
2014-01,2014,1,Alberta,Total (house and land),98.2,normal,95.1,3.259726603575193
2014-02,2014,2,Alberta,Total (house and land),98.7,normal,95.6,3.2426778242677914
2014-03,2014,3,Alberta,Total (house and land),99.1,normal,95.7,3.5527690700104406
2014-04,2014,4,Alberta,Total (house and land),99.3,normal,96.1,3.3298647242455806
2014-05,2014,5,Alberta,Total (house and land),99.9,normal,96.4,3.630705394190871
2014-06,2014,6,Alberta,Total (house and land),100.0,normal,96.7,3.4126163391933786
2014-07,2014,7,Alberta,Total (house and land),100.1,normal,96.9,3.3023735810113397
2014-08,2014,8,Alberta,Total (house and land),100.5,normal,97.3,3.2887975334018527
2014-09,2014,9,Alberta,Total (house and land),100.8,normal,97.4,3.4907597535934207
2014-10,2014,10,Alberta,Total (house and land),100.8,normal,97.4,3.4907597535934207
2014-11,2014,11,Alberta,Total (house and land),101.0,normal,97.5,3.5897435897435894
2014-12,2014,12,Alberta,Total (house and land),101.1,normal,97.6,3.5860655737704925
2015-01,2015,1,Alberta,Total (house and land),101.0,normal,98.2,2.851323828920567
